state_code,state_name,year,income_group,beneficiaries,cms_cost_per_utilizer,median_income,affordability_index_pct
OR,Oregon,2024,Nonfamily_Male_alone,459062,9573.0,226431.0,4.23
PA,Pennsylvania,2021,65plus,1493883,11353.0,1549851.0,0.73
PA,Pennsylvania,2021,Family4,1493883,11353.0,566984.0,2.0
PA,Pennsylvania,2021,Female_no_spouse_kids,1493883,11353.0,300562.0,3.78
PA,Pennsylvania,2021,Male_no_spouse_kids,1493883,11353.0,111407.0,10.19
PA,Pennsylvania,2021,Married_with_kids,1493883,11353.0,858338.0,1.32
PA,Pennsylvania,2021,Nonfamily_Female_alone,1493883,11353.0,871963.0,1.3
PA,Pennsylvania,2021,Nonfamily_Male_alone,1493883,11353.0,708190.0,1.6
PA,Pennsylvania,2024,65plus,1493883,11353.0,1670372.0,0.68
PA,Pennsylvania,2024,Family4,1493883,11353.0,565448.0,2.01
PA,Pennsylvania,2024,Female_no_spouse_kids,1493883,11353.0,286219.0,3.97
PA,Pennsylvania,2024,Male_no_spouse_kids,1493883,11353.0,112778.0,10.07
PA,Pennsylvania,2024,Married_with_kids,1493883,11353.0,859848.0,1.32
PA,Pennsylvania,2024,Nonfamily_Female_alone,1493883,11353.0,917493.0,1.24
PA,Pennsylvania,2024,Nonfamily_Male_alone,1493883,11353.0,751134.0,1.51
PR,Puerto Rico,2021,65plus,138182,7196.0,451860.0,1.59
PR,Puerto Rico,2021,Family4,138182,7196.0,115158.0,6.25
PR,Puerto Rico,2021,Female_no_spouse_kids,138182,7196.0,109009.0,6.6
PR,Puerto Rico,2021,Male_no_spouse_kids,138182,7196.0,33877.0,21.24
PR,Puerto Rico,2021,Married_with_kids,138182,7196.0,90099.0,7.99
PR,Puerto Rico,2021,Nonfamily_Female_alone,138182,7196.0,214509.0,3.35
PR,Puerto Rico,2021,Nonfamily_Male_alone,138182,7196.0,150676.0,4.78
PR,Puerto Rico,2024,65plus,138182,7196.0,495198.0,1.45
PR,Puerto Rico,2024,Family4,138182,7196.0,108674.0,6.62
PR,Puerto Rico,2024,Female_no_spouse_kids,138182,7196.0,109024.0,6.6
PR,Puerto Rico,2024,Male_no_spouse_kids,138182,7196.0,29726.0,24.21
PR,Puerto Rico,2024,Married_with_kids,138182,7196.0,95098.0,7.57
PR,Puerto Rico,2024,Nonfamily_Female_alone,138182,7196.0,237069.0,3.04
PR,Puerto Rico,2024,Nonfamily_Male_alone,138182,7196.0,177876.0,4.05
RI,Rhode Island,2021,65plus,111983,10772.0,124034.0,8.68
RI,Rhode Island,2021,Family4,111983,10772.0,47595.0,22.63
RI,Rhode Island,2021,Female_no_spouse_kids,111983,10772.0,27951.0,38.54
RI,Rhode Island,2021,Male_no_spouse_kids,111983,10772.0,7056.0,152.66
RI,Rhode Island,2021,Married_with_kids,111983,10772.0,66264.0,16.26
RI,Rhode Island,2021,Nonfamily_Female_alone,111983,10772.0,75556.0,14.26
RI,Rhode Island,2021,Nonfamily_Male_alone,111983,10772.0,58105.0,18.54
RI,Rhode Island,2024,65plus,111983,10772.0,136972.0,7.86
RI,Rhode Island,2024,Family4,111983,10772.0,44599.0,24.15
RI,Rhode Island,2024,Female_no_spouse_kids,111983,10772.0,27291.0,39.47
RI,Rhode Island,2024,Male_no_spouse_kids,111983,10772.0,10715.0,100.53
RI,Rhode Island,2024,Married_with_kids,111983,10772.0,64851.0,16.61
RI,Rhode Island,2024,Nonfamily_Female_alone,111983,10772.0,81819.0,13.17
RI,Rhode Island,2024,Nonfamily_Male_alone,111983,10772.0,60193.0,17.9
